web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587555567-1838,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Walking on a cloud,"Reviewed in the United States on August 28, 2019",5.0 out of 5 stars,Verified Purchase,Fit is great and they are very comfortable.
1587555567-2565,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,I want a second pair,"Reviewed in the United States on February 13, 2020",5.0 out of 5 stars,Verified Purchase,Very lightweight and extremely comfortable right out of the box.
1587555567-453,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Game changer,"Reviewed in the United States on March 1, 2020",5.0 out of 5 stars,Verified Purchase,Comfy as comfy can be. Feels like you are running or walking on clouds. Great for working out or just to run errands.
1587555567-2457,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sooooo comfortable,"Reviewed in the United States on February 19, 2020",5.0 out of 5 stars,Verified Purchase,Best and most comfortable tennis shoe I have worn.
1587555567-1679,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy & cute,"Reviewed in the United States on April 3, 2019",5.0 out of 5 stars,Verified Purchase,Love them! Super comfy!
1587555567-1049,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on January 13, 2020",5.0 out of 5 stars,Verified Purchase,"Very comfortable and light. I wouldn't wear them running, but a really good casual sneaker."
1587555567-1835,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on October 3, 2019",5.0 out of 5 stars,Verified Purchase,"Shoes are great,  wife loves them."
1587555567-545,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy,"Reviewed in the United States on January 11, 2019",4.0 out of 5 stars,Verified Purchase,I wear 6.5 and these were very loose.  The opening your foot goes into is a little tight but they stay secure on your feet and they were great walking around in Disney World for a week.  Never had to re-tie the laces
1587555567-3196,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,True to size and style,"Reviewed in the United States on February 25, 2020",5.0 out of 5 stars,Verified Purchase,Super light.
1587555567-2374,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Big and no support,"Reviewed in the United States on September 6, 2019",3.0 out of 5 stars,Verified Purchase,"These shoes are average at best. You can feel every rock or twig you step on. Also, they run big. At least a half size! Recommend sizing down!"
1587555567-2699,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,casual shoe,"Reviewed in the United States on March 21, 2020",4.0 out of 5 stars,Verified Purchase,"it’s a good shoe for everyday school, not working out."
1587555567-1243,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Supper comfy,"Reviewed in the United States on August 28, 2019",5.0 out of 5 stars,Verified Purchase,These shoes are great for walking.
1587555567-1855,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So Comfortable!,"Reviewed in the United States on April 13, 2020",5.0 out of 5 stars,Verified Purchase,The most comfortable shoes I've had! Great for being on your feet all day!
1587555567-2497,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Met expectations,"Reviewed in the United States on December 8, 2019",5.0 out of 5 stars,Verified Purchase,Exactly what was expected
1587555567-2098,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing.,"Reviewed in the United States on April 23, 2019",5.0 out of 5 stars,Verified Purchase,Love these shoes!!!
1587555567-591,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Unbelievably Comfortable,"Reviewed in the United States on May 11, 2019",5.0 out of 5 stars,Verified Purchase,"These are SO comfy and really cute. I always struggle to find a lightweight, comfortable shoe that still has support and this fits all of those requirements!"
1587555567-1193,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these,"Reviewed in the United States on September 7, 2019",5.0 out of 5 stars,Verified Purchase,These are so comfortable for working out.
1587555567-960,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfortable and convenient,"Reviewed in the United States on March 15, 2019",4.0 out of 5 stars,Verified Purchase,I love that you can slip these shoes on and don't have to worry about a tongue. They are super comfortable and bouncy. They're cute too!
1587555567-2145,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice design,"Reviewed in the United States on March 31, 2020",4.0 out of 5 stars,Verified Purchase,My only wish is that the foam was thicker in the shoe.
1587555567-1915,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cute but cause blisters,"Reviewed in the United States on March 5, 2020",3.0 out of 5 stars,Verified Purchase,"They are super cute, and very comfortable. Unfortunately the tongue of the shoes rub the top of my ankle and are causing blisters"
1587555567-346,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Best and most comfortable gym shoe EVER!!,"Reviewed in the United States on January 4, 2020",5.0 out of 5 stars,Verified Purchase,I love these shoes and this is my 2nd pair! Very comfortable and I can wear them all day! These are the first gym shoes I've found that I could wear since I broke my ankle!
1587555567-958,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Want in more colors!!,"Reviewed in the United States on December 14, 2019",4.0 out of 5 stars,Verified Purchase,Super comfy. Fix as expected. Love em.
1587555567-743,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Comfy, stylish","Reviewed in the United States on October 16, 2019",5.0 out of 5 stars,Verified Purchase,"I love these, I have bad feet, and they’re sooo comfy. Like a cloud. So cool-looking."
1587555567-3335,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfy!,"Reviewed in the United States on May 13, 2019",5.0 out of 5 stars,Verified Purchase,These shoes are super comfortable!
1587555567-276,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5 stars,"Reviewed in the United States on March 28, 2019",5.0 out of 5 stars,Verified Purchase,this sneakers fit perfect . they are so light weight so when I receive them I was so confuse till I do not open the box. I was thinking they put only one shoe in my box. I love them great for long walk . They are the sox type and that make them great for any type of exercising
1587555567-2651,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Lightweight, minimal support, but very comfortable.","Reviewed in the United States on January 15, 2020",5.0 out of 5 stars,Verified Purchase,"Super comfy, lightweight gym shoe."
1587555567-2092,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love this shoe,"Reviewed in the United States on January 20, 2020",5.0 out of 5 stars,Verified Purchase,I have a hard time getting tennis shoes that are comfortable. These are great
1587555567-742,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Really great shoes,"Reviewed in the United States on December 23, 2019",5.0 out of 5 stars,Verified Purchase,I love these shoes. They’re a bit big and stretching out as I use them.
1587555567-1535,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on October 18, 2019",5.0 out of 5 stars,Verified Purchase,"Bought these for my wife, who is a nurse. She absolutely loves them. She said they are extremely light and very comfortable. Ended up buying a second pair to wear at home"
1587555567-1874,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these shoes,"Reviewed in the United States on November 1, 2018",5.0 out of 5 stars,Verified Purchase,"I bought this product and wasn't sure how it would fit, but I love it. Important thing to note is that they don't untie or adjust, the laces are more like decoration, they just slide on and off so its important to get the right size. I love them though, they are very versatile, and super comfortable!"
1587555567-1148,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing!,"Reviewed in the United States on February 4, 2020",5.0 out of 5 stars,Verified Purchase,"There is nothing better than this lightweight, comfortable shoe. This is my second pair and I will definitely buy again!!!"
1587555567-531,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,very comfortable,"Reviewed in the United States on December 10, 2019",5.0 out of 5 stars,Verified Purchase,I find these very comfortable. Probably could have gone with a half size smaller because they're wide. Very light also.
1587555567-966,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect!,"Reviewed in the United States on May 15, 2019",5.0 out of 5 stars,Verified Purchase,"I absolutely adore these shoes!! They are so comfy and lightweight, I could wear them forever. And they look super cute!!"
1587555567-2598,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Order half size smaller,"Reviewed in the United States on December 2, 2018",5.0 out of 5 stars,Verified Purchase,"I recommend getting a half size smaller than what you normally wear. Otherwise, these are great shoes. Very comfortable!"
1587555567-2370,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Comfort, well made.","Reviewed in the United States on December 19, 2019",5.0 out of 5 stars,Verified Purchase,So comfortable and stylish. I use them to run in and my feet never get sore.
1587555567-3620,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good fit and comfortible,"Reviewed in the United States on May 17, 2019",5.0 out of 5 stars,Verified Purchase,My second pair. Fit perfectly and look good.
1587555567-3366,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Way too big,"Reviewed in the United States on February 12, 2019",3.0 out of 5 stars,Verified Purchase,They were just way too big
1587555567-2632,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Loved the comfort,"Reviewed in the United States on October 6, 2019",5.0 out of 5 stars,Verified Purchase,Love the comfort! perfect for work and walking im buying more pairs in different colors
1587555567-2738,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Runs big,"Reviewed in the United States on May 5, 2019",5.0 out of 5 stars,Verified Purchase,Only had then a couple of days. So far love the way they feel. Wish I would have gotten a smaller size. I hope they hold up!
1587555567-1929,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great affordable stylish shoe,"Reviewed in the United States on December 13, 2019",4.0 out of 5 stars,Verified Purchase,comfortable stylish shoes you can slip on anytime.
1587555567-1268,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super Comfortable Shoe,"Reviewed in the United States on August 30, 2019",5.0 out of 5 stars,Verified Purchase,This is the lightest shoe I've ever owned. It's extremely comfortable and easy to wear all day long. Not sure this would be an ideal running shoe since there isn't a ton of cushion. These sneakers are sleek and stylish enough to wear with jeans and a t-shirt.
1587555567-1423,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fits right,"Reviewed in the United States on July 9, 2019",5.0 out of 5 stars,Verified Purchase,Comfortable and lighy
1587555567-156,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Don't size up!,"Reviewed in the United States on November 9, 2019",5.0 out of 5 stars,Verified Purchase,"These are my FAVORITE shoes!! I love that they are a slide-on! I'm a size 7.5 but typically size up to an 8 in tennis shoes. If you're like me, DO NOT DO THAT WITH THESE! They will be too big."
1587555567-1329,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stylish comfort,"Reviewed in the United States on January 2, 2020",5.0 out of 5 stars,Verified Purchase,Love these comfy sneakers. Easy to slip on. Breathable and stylish.
1587555567-584,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cute shoes and comfy,"Reviewed in the United States on January 3, 2020",5.0 out of 5 stars,Verified Purchase,Super comfy and easy to slip on!
1587555567-2652,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on April 22, 2019",5.0 out of 5 stars,Verified Purchase,Loved these sneakers! They are so comfortable and stylish to work out.
1587555567-2683,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love!,"Reviewed in the United States on January 5, 2020",5.0 out of 5 stars,Verified Purchase,I love these shoes.  So comfortable.  I own two pairs in different colors.
1587555567-3534,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Two Stars,"Reviewed in the United States on August 27, 2018",2.0 out of 5 stars,null,"Nice looking shoe, however the part above the ankle is fitted and snug. Not for all shoe sizes."
1587555567-1383,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So Comfortable,"Reviewed in the United States on September 27, 2018",5.0 out of 5 stars,Verified Purchase,"These shows awesome!  So very light and comfortable, would like to get another pair."
1587555567-2863,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great walking shoes,"Reviewed in the United States on July 12, 2019",5.0 out of 5 stars,Verified Purchase,So comfortable and didn’t hurt my feet even after walking 5 miles or more a day
1587555567-2735,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,And I like that when I’m working out they add a bounce ...,"Reviewed in the United States on July 27, 2018",5.0 out of 5 stars,Verified Purchase,These shoes are sooooooo comfy. And I like that when I’m working out they add a bounce to my step when I’m running etc.
1587555567-703,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Like walking on air!,"Reviewed in the United States on February 10, 2020",5.0 out of 5 stars,Verified Purchase,True to size. These are so light and so comfortable! I am going to buy another pair.
1587555567-329,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Most comfortable sneaker I’ve found and so light!,"Reviewed in the United States on March 15, 2020",5.0 out of 5 stars,Verified Purchase,"New favorite shoe! Extremely comfortable and stylish.  I wear a 6 1/2 in most shoes but a 6 in adidas. Ended up buying in another color, and will be ordering more!"
1587555567-1808,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good,"Reviewed in the United States on January 30, 2019",5.0 out of 5 stars,Verified Purchase,Good quality
1587555567-3280,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,love these shoes,"Reviewed in the United States on December 8, 2019",5.0 out of 5 stars,Verified Purchase,the fit is great!
1587555567-1782,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love them!!,"Reviewed in the United States on January 15, 2020",5.0 out of 5 stars,Verified Purchase,Light weight comfortable
1587555567-2889,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy,"Reviewed in the United States on January 4, 2020",5.0 out of 5 stars,Verified Purchase,Super comfy and cute!
1587555567-770,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Not good,"Reviewed in the United States on December 17, 2019",1.0 out of 5 stars,Verified Purchase,"these are extremely cheap feeling and thin, not like the Adidas I have bought in the actual store."
1587555567-2561,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Run big!,"Reviewed in the United States on February 25, 2020",4.0 out of 5 stars,Verified Purchase,I usually wear a 6 and the 5 fits great! super comfy and cute!
1587555567-221,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice color,"Reviewed in the United States on December 12, 2019",3.0 out of 5 stars,Verified Purchase,Very nice light pink color. They seem well made.  The laces do not lace like other sneakers. They are a tad bigger than described. I wear an 8.5 normally but when I put these on they were bigger yet an 8 would be too small so I had to send them back.
1587555567-2799,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Super soft, for lighter use","Reviewed in the United States on August 11, 2019",5.0 out of 5 stars,Verified Purchase,"Super comfortable, but a bit flimsy. Can't tighten too much and not super supportive. Great for daily wear."
1587555567-3230,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe!,"Reviewed in the United States on December 22, 2019",5.0 out of 5 stars,Verified Purchase,Awesome!
1587555567-3597,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes,"Reviewed in the United States on October 19, 2018",4.0 out of 5 stars,null,They are really comfy shoes for casual wear!
1587555567-3284,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes,"Reviewed in the United States on December 29, 2019",5.0 out of 5 stars,Verified Purchase,Great shoes
1587555567-3093,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable
1587555567-586,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love this style of shoe,"Reviewed in the United States on February 29, 2020",5.0 out of 5 stars,Verified Purchase,"Love these shoes, so light and comfortable. I normally wear 7.5 but I wear an 8 in this style."
1587555567-2338,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love these shoes.,"Reviewed in the United States on December 11, 2019",5.0 out of 5 stars,Verified Purchase,Love this shoe. Very comfy and lightweight.
1587555567-3247,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable!,"Reviewed in the United States on May 7, 2019",5.0 out of 5 stars,Verified Purchase,Love it! So comfortable and light in weight!
1587555567-80,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sole wears out super fast,"Reviewed in the United States on November 24, 2019",3.0 out of 5 stars,Verified Purchase,"I got these when they were on sale for $35 on amazon. I normally wear a size 7 and that is what I got with this shoe and it fit properly.  They are lightweight and comfortable. I rarely run...I am a walker. I walk on sidewalk and asphalt and the soles on these shoes are worn out after barely 3 months. The ""cloud foam"" is  not dense enough to last long at all. I do occasionally jog for about 1 out of 4 miles, but mostly just walk fast. There's already a hole.in the toe of the sole. For $35, okay...I'd say go for it, but now they're up to over $50. No way. I'd have to buy minimum 4 pair a year."
1587555567-2205,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Like this shoe,"Reviewed in the United States on April 22, 2019",5.0 out of 5 stars,Verified Purchase,Good looking shoe nice fit
1587555567-2933,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy! Light on feet,"Reviewed in the United States on June 24, 2019",5.0 out of 5 stars,Verified Purchase,"I love this product! Fits perfectly, like walking on a cloud."
1587555567-1368,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfortable,"Reviewed in the United States on February 26, 2020",5.0 out of 5 stars,Verified Purchase,These are some of the most comfortable shoes I've ever owned! Love them!
1587555567-2296,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect,"Reviewed in the United States on April 8, 2020",5.0 out of 5 stars,Verified Purchase,Love them. Runs big
1587555567-614,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable Trendy Shoe!,"Reviewed in the United States on June 10, 2019",5.0 out of 5 stars,Verified Purchase,I bought for my sister she wore them to Disneyland all day. Comfortable trendy shoe we got grey white honestly thinking of buying one for myself
1587555567-131,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cute & comfy sneakers!,"Reviewed in the United States on August 5, 2019",5.0 out of 5 stars,Verified Purchase,Love my new sneakers! I usually wear an 8 1/2 or 9 in shoes and I bought the 8 1/2 and they fit perfectly so light weight and comfortable. I haven’t walked long distance in them yet but hopefully they will be very comfortable! They are really good looking as well!
1587555567-1360,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fit and super comfy,"Reviewed in the United States on January 9, 2020",5.0 out of 5 stars,Verified Purchase,"Perfect fit, wife loves them and they are a great value"
1587555567-1424,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love,"Reviewed in the United States on February 11, 2019",5.0 out of 5 stars,Verified Purchase,These are so comfortable and light! I also love the color
1587555567-409,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Returned shoes,"Reviewed in the United States on March 25, 2019",1.0 out of 5 stars,Verified Purchase,"First, these are not running shoes at all. The foam cushioning is very thin. The worst part is the way the shoes laced up. I returned them the day after I got them."
